path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,duplicate_of
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786927200-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786927200-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786927200,1786927500,False,999,996,0,0,2,994,0,,,301,UNKNOWN,not_extreme,0.505,,0.013366937637329102,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786927200-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786928100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786928100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786928100,1786928400,False,835,831,0,0,3,828,0,,,301,UNKNOWN,not_extreme,0.505,,0.012722969055175781,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786928100-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786928700-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786928700-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786928700,1786929000,False,775,773,0,0,1,772,0,,,301,UNKNOWN,not_extreme,0.505,,0.010480880737304688,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786928700-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786928400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786928400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786928400,1786928700,False,867,864,0,0,2,862,0,,,301,UNKNOWN,not_extreme,0.505,,0.010802984237670898,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786928400-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786929000-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786929000-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786929000,1786929300,False,737,735,0,0,1,734,0,,,301,UNKNOWN,not_extreme,0.505,,0.007690906524658203,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786929000-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786929600-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786929600-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786929600,1786929900,False,733,729,0,0,3,726,0,,,301,UNKNOWN,not_extreme,0.505,,0.007397174835205078,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786929600-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786929300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786929300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786929300,1786929600,False,610,608,0,0,1,607,0,,,301,UNKNOWN,not_extreme,0.505,,0.008856773376464844,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786929300-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786929900-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786929900-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786929900,1786930200,False,743,741,0,0,1,740,0,,,301,UNKNOWN,not_extreme,0.505,,0.010438919067382812,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786929900-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786930200-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786930200-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786930200,1786930500,False,772,770,0,0,1,769,0,,,301,UNKNOWN,not_extreme,0.505,,0.010195016860961914,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786930200-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786930500-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786930500-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786930500,1786930800,False,759,757,0,0,1,756,0,,,301,UNKNOWN,not_extreme,0.505,,0.009238004684448242,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786930500-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786931100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786931100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786931100,1786931400,False,721,718,0,0,2,716,0,,,301,UNKNOWN,not_extreme,0.505,,0.007317066192626953,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786931100-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786930800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786930800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786930800,1786931100,False,699,697,0,0,1,696,0,,,301,UNKNOWN,not_extreme,0.505,,0.008005857467651367,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786930800-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786931400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786931400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786931400,1786931700,False,691,689,0,0,1,688,0,,,301,UNKNOWN,not_extreme,0.505,,0.007093906402587891,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786931400-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786932000-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786932000-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786932000,1786932300,False,694,692,0,0,1,691,0,,,301,UNKNOWN,not_extreme,0.505,,0.008563995361328125,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786932000-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786931700-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786931700-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786931700,1786932000,False,647,645,0,0,1,644,0,,,301,UNKNOWN,not_extreme,0.505,,0.00870823860168457,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786931700-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786932300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786932300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786932300,1786932600,False,634,632,0,0,1,631,0,,,301,UNKNOWN,not_extreme,0.505,,0.009338855743408203,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786932300-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786932600-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786932600-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786932600,1786932900,False,646,644,0,0,1,643,0,,,301,UNKNOWN,not_extreme,0.505,,0.0072519779205322266,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786932600-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786933200-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786933200-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786933200,1786933500,False,544,542,0,0,1,541,0,,,301,UNKNOWN,not_extreme,0.505,,0.00617671012878418,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786933200-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786932900-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786932900-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786932900,1786933200,False,543,541,0,0,1,540,0,,,301,UNKNOWN,not_extreme,0.505,,0.007159233093261719,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786932900-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786933500-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786933500-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786933500,1786933800,False,656,654,0,0,1,653,0,,,301,UNKNOWN,not_extreme,0.505,,0.00791788101196289,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786933500-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786934100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786934100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786934100,1786934400,False,578,576,0,0,1,575,0,,,301,UNKNOWN,not_extreme,0.505,,0.0066912174224853516,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786934100-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786933800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786933800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786933800,1786934100,False,640,638,0,0,1,637,0,,,301,UNKNOWN,not_extreme,0.505,,0.008939027786254883,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786933800-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786934700-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786934700-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786934700,1786935000,False,641,639,0,0,1,638,0,,,301,UNKNOWN,not_extreme,0.505,,0.007979869842529297,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786934700-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786935000-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786935000-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786935000,1786935300,False,646,644,0,0,1,643,0,,,301,UNKNOWN,not_extreme,0.505,,0.008951902389526367,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786935000-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786934400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786934400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786934400,1786934700,False,692,690,0,0,1,689,0,,,301,UNKNOWN,not_extreme,0.505,,0.011447906494140625,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786934400-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786935900-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786935900-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786935900,1786936200,False,681,679,0,0,1,678,0,,,301,UNKNOWN,not_extreme,0.505,,0.008246898651123047,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786935900-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786935600-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786935600-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786935600,1786935900,False,606,604,0,0,1,603,0,,,301,UNKNOWN,not_extreme,0.505,,0.009462833404541016,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786935600-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786935300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786935300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786935300,1786935600,False,619,617,0,0,1,616,0,,,301,UNKNOWN,not_extreme,0.505,,0.012495756149291992,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786935300-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786936500-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786936500-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786936500,1786936800,False,697,695,0,0,1,694,0,,,301,UNKNOWN,not_extreme,0.505,,0.0072820186614990234,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786936500-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786936200-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786936200-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786936200,1786936500,False,680,678,0,0,1,677,0,,,301,UNKNOWN,not_extreme,0.505,,0.009028911590576172,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786936200-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786936800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786936800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786936800,1786937100,False,553,551,0,0,1,550,0,,,301,UNKNOWN,not_extreme,0.505,,0.0074939727783203125,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786936800-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786937400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786937400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786937400,1786937700,False,505,503,0,0,1,502,0,,,301,UNKNOWN,not_extreme,0.505,,0.0058650970458984375,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786937400-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786937100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786937100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786937100,1786937400,False,564,562,0,0,1,561,0,,,301,UNKNOWN,not_extreme,0.505,,0.006707191467285156,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786937100-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786937700-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786937700-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786937700,1786938000,False,634,632,0,0,1,631,0,,,301,UNKNOWN,not_extreme,0.505,,0.008460044860839844,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786937700-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786938000-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786938000-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786938000,1786938300,False,608,606,0,0,1,605,0,,,301,UNKNOWN,not_extreme,0.505,,0.005621910095214844,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786938000-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786938300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786938300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786938300,1786938600,False,566,564,0,0,1,563,0,,,301,UNKNOWN,not_extreme,0.505,,0.005760908126831055,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786938300-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786938600-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786938600-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786938600,1786938900,False,589,587,0,0,1,586,0,,,301,UNKNOWN,not_extreme,0.505,,0.0053958892822265625,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786938600-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786938900-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786938900-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786938900,1786939200,False,552,550,0,0,1,549,0,,,301,UNKNOWN,not_extreme,0.505,,0.005581855773925781,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786938900-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786939200-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786939200-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786939200,1786939500,False,612,610,0,0,1,609,0,,,301,UNKNOWN,not_extreme,0.505,,0.008249044418334961,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786939200-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786939500-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786939500-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786939500,1786939800,False,568,566,0,0,1,565,0,,,301,UNKNOWN,not_extreme,0.505,,0.006601095199584961,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786939500-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786939800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786939800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786939800,1786940100,False,521,519,0,0,1,518,0,,,301,UNKNOWN,not_extreme,0.505,,0.007071971893310547,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786939800-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786940400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786940400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786940400,1786940700,False,539,537,0,0,1,536,0,,,301,UNKNOWN,not_extreme,0.505,,0.005360841751098633,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786940400-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786940100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786940100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786940100,1786940400,False,533,531,0,0,2,529,0,,,301,UNKNOWN,not_extreme,0.505,,0.006040096282958984,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786940100-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786940700-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786940700-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786940700,1786941000,False,575,573,0,0,1,572,0,,,301,UNKNOWN,not_extreme,0.505,,0.007089853286743164,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786940700-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786941000-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786941000-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786941000,1786941300,False,539,537,0,0,1,536,0,,,301,UNKNOWN,not_extreme,0.505,,0.0073680877685546875,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786941000-2026-08-17.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786941300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786941300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786941300,1786941600,False,529,526,0,0,2,524,0,,,301,UNKNOWN,not_extreme,0.505,,0.007858037948608398,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786941300-2026-08-17.txt.zst
