path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,raw_flat_cash_budget,raw_flat_total_debit,raw_flat_principal,raw_flat_fee,raw_flat_shares,raw_flat_avg_price,raw_flat_effective_cost_per_share,raw_flat_worst_price,raw_flat_levels_used,raw_flat_fill_ratio,raw_flat_win,raw_flat_pnl,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,sampled_flat_cash_budget,sampled_flat_total_debit,sampled_flat_principal,sampled_flat_fee,sampled_flat_shares,sampled_flat_avg_price,sampled_flat_effective_cost_per_share,sampled_flat_worst_price,sampled_flat_levels_used,sampled_flat_fill_ratio,sampled_flat_win,sampled_flat_pnl,market_start_utc,market_end_utc
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786840800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786840800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786840800,1786841100,True,101673,100423,92934,1175,1264,99159,0,0.0,299.989,301,DOWN,quotes+trades,0.01,0.01,2.559929847717285,,trade,DOWN,7.124,138.732,216.419,DOWN,0.29,0.76,"[[0.76,4.25],[0.77,27.0],[0.78,23.0],[0.79,29.0],[0.8,35.0],[0.81,136.0],[0.82,155.6]]",300.0,299.99999999999994,295.9697945881888,4.0302054118111785,367.59121291242536,0.8051601458131166,0.8161239699477575,0.82,7.0,0.9999999999999998,True,67.59121291242542,trade,DOWN,8.0,139.0,217.0,DOWN,0.24,0.77,"[[0.77,14.0],[0.79,5.0],[0.8,610.0]]",300.0,300.00000000000006,295.83293589743596,4.167064102564103,370.3786698717949,0.7987310284359447,0.8099818493971153,0.8,3.0,1.0000000000000002,True,70.37866987179484,2026-08-16T00:40:00+00:00,2026-08-16T00:45:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786843800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786843800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786843800,1786844100,True,122456,121129,113497,1255,1359,119770,0,0.0,299.981,301,UP,quotes+trades,0.99,0.99,3.6275501251220703,,leader_confirm_too_soon_after_pullback,UP,64.618,64.63,78.146,,,,,,,,,,,,,,,,,trade,UP,92.0,123.0,218.0,UP,0.8,0.26,"[[0.8,21.0],[0.81,35.0],[0.82,162.56],[0.83,242.0]]",300.0,300.00000000000006,296.3056829330962,3.6943170669038454,360.5557625699954,0.8218026549376638,0.832048828901356,0.83,4.0,1.0000000000000002,True,60.55576256999535,2026-08-16T01:30:00+00:00,2026-08-16T01:35:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786849200-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786849200-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786849200,1786849500,True,112052,110873,103614,1137,1200,109673,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,3.351655960083008,,trade,DOWN,112.24,122.892,207.436,DOWN,0.3,0.76,"[[0.76,21.0],[0.77,27.0],[0.78,23.0],[0.79,25.18],[0.8,37.5],[0.81,41.0],[0.82,38.0],[0.83,39.0],[0.84,51.0],[0.85,93.0]]",300.0,300.0,296.16313187530926,3.8368681246907475,363.85756691212856,0.8139534774244025,0.8244984501653908,0.85,10.0,1.0,True,63.85756691212856,trade,DOWN,113.0,123.0,208.0,DOWN,0.23,0.78,"[[0.78,332.82],[0.79,223.52]]",300.0,300.0,295.4748007095693,4.525199290430669,378.23164646780924,0.7812006305366538,0.7931647253782413,0.79,2.0,1.0,True,78.23164646780924,2026-08-16T03:00:00+00:00,2026-08-16T03:05:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786850700-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786850700-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786850700,1786851000,True,113266,111994,104208,1220,1293,110701,0,0.0,299.981,301,UP,quotes+trades,0.99,0.99,2.4705629348754883,,opposite_confirmed_first,UP,81.732,82.003,117.304,,,,,,,,,,,,,,,,,trade,UP,82.0,83.0,247.0,UP,0.77,0.24,"[[0.77,32.0],[0.78,28.0],[0.79,29.0],[0.8,30.0],[0.81,31.0],[0.82,33.0],[0.83,34.0],[0.84,36.0],[0.85,33.0],[0.86,41.0],[0.87,73.0]]",300.0,300.0,296.3406877415519,3.6593122584481232,360.3456180937378,0.8223790518370169,0.8325340587934111,0.87,11.0,1.0,True,60.34561809373781,2026-08-16T03:25:00+00:00,2026-08-16T03:30:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786853100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786853100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786853100,1786853400,True,94048,93110,85802,883,960,92150,0,0.0,299.995,301,UP,quotes+trades,0.99,0.99,2.107475996017456,,trade,UP,120.544,123.989,181.525,UP,0.76,0.30000000000000004,"[[0.76,128.82],[0.77,27.0],[0.78,33.0],[0.79,29.0],[0.8,40.0],[0.81,51.0],[0.82,66.6],[0.83,70.39]]",300.0,300.0,295.59784160490165,4.40215839509833,375.8207730179538,0.7865393901224834,0.7982528416162571,0.83,8.0,1.0,True,75.8207730179538,trade,UP,121.0,124.0,183.0,UP,0.78,0.22999999999999998,"[[0.78,476.43]]",300.0,300.0,295.45006893834943,4.549931061650581,378.7821396645505,0.78,0.792012,0.78,1.0,1.0,True,78.78213966455053,2026-08-16T04:05:00+00:00,2026-08-16T04:10:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786856400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786856400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786856400,1786856700,True,103235,101639,94405,1527,1661,99978,0,0.0,300.0,301,UP,quotes+trades,0.9944999999999999,0.999,1.9300429821014404,,leader_confirm_too_soon_after_pullback,DOWN,22.367,22.395,22.922,,,,,,,,,,,,,,,,,trade,DOWN,23.0,127.0,214.0,DOWN,0.24,0.764,"[[0.764,13.21],[0.766,10.09],[0.77,9.08],[0.771,76.9],[0.78,91.69],[0.79,53.93],[0.8,30.0],[0.81,31.0],[0.82,28.0],[0.827,200.0]]",300.0,300.0,295.6497263368606,4.350273663139381,374.557734385563,0.7893301864980957,0.8009446140316125,0.827,10.0,1.0,False,-300.0,2026-08-16T05:00:00+00:00,2026-08-16T05:05:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786859100-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786859100-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786859100,1786859400,True,109386,108217,100694,1096,1199,107018,0,0.0,299.977,301,DOWN,quotes+trades,0.01,0.01,3.4741439819335938,,trade,DOWN,152.788,153.153,231.063,DOWN,0.26,0.76,"[[0.76,48.55],[0.77,27.0],[0.78,49.0],[0.79,39.0],[0.8,42.5],[0.81,31.0],[0.82,38.0],[0.83,54.0],[0.84,41.0],[0.85,37.35]]",300.0,299.99999999999994,295.8862857990506,4.113714200949366,369.6193878560126,0.8005161404420561,0.8116457357395621,0.84,9.0,0.9999999999999998,True,69.61938785601268,trade,DOWN,153.0,154.0,232.0,DOWN,0.25,0.76,"[[0.76,40.84],[0.77,27.0],[0.78,78.0],[0.79,39.0],[0.8,68.5],[0.81,31.0],[0.82,38.0],[0.83,54.0],[0.84,31.0]]",300.0,300.00000000000006,295.76968064037953,4.230319359620516,372.0041935426259,0.7950708238628738,0.8064425219056697,0.83,8.0,1.0000000000000002,True,72.00419354262584,2026-08-16T05:45:00+00:00,2026-08-16T05:50:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786871400-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786871400-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786871400,1786871700,True,115846,114346,107418,1461,1544,112802,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,2.484668254852295,,leader_confirm_too_soon_after_pullback,DOWN,153.94,154.132,170.872,,,,,,,,,,,,,,,,,trade,DOWN,154.0,155.0,213.0,DOWN,0.23,0.8200000000000001,"[[0.82,19.95],[0.85,98.83],[0.86,30.0],[0.87,40.0],[0.88,40.0],[0.89,50.0],[0.9,324.19]]",300.0,300.0,297.3074680734856,2.6925319265144,341.7166311927618,0.8700409665041294,0.8779203954833866,0.9,7.0,1.0,True,41.71663119276178,2026-08-16T09:10:00+00:00,2026-08-16T09:15:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786909500-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786909500-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786909500,1786909800,True,104823,103076,94815,1617,1821,101255,0,0.002,299.983,301,DOWN,quotes+trades,0.01,0.01,1.3515427112579346,,leader_confirm_too_soon_after_pullback,DOWN,83.593,83.642,83.93,,,,,,,,,,,,,,,,,trade,DOWN,84.0,100.0,198.0,DOWN,0.13,0.88,"[[0.88,5.19],[0.89,20.0],[0.9,48.5],[0.91,52.0],[0.92,410.0]]",300.0,300.0,298.18575759745426,1.8142424025457435,326.61234521462416,0.9129653608209752,0.9185200877905071,0.92,5.0,1.0,True,26.612345214624156,2026-08-16T19:45:00+00:00,2026-08-16T19:50:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786914300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786914300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786914300,1786914600,True,115167,113526,106097,1588,1707,111819,0,0.0,299.981,301,DOWN,quotes+trades,0.01,0.01,1.3334321975708008,,leader_confirm_too_soon_after_pullback,DOWN,3.689,103.005,103.103,,,,,,,,,,,,,,,,,trade,DOWN,4.0,107.0,218.0,DOWN,0.24,0.77,"[[0.77,138.0],[0.78,128.89],[0.79,73.0],[0.8,680.03]]",300.0,300.0,295.4593068244576,4.5406931755424065,378.63388353057195,0.7803298111342996,0.792322116559273,0.8,4.0,1.0,True,78.63388353057195,2026-08-16T21:05:00+00:00,2026-08-16T21:10:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786915800-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786915800-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786915800,1786916100,True,122577,120862,112527,1609,1773,119089,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.640934944152832,,trade,DOWN,24.465,59.959,240.183,DOWN,0.25,0.76,"[[0.76,20.0],[0.77,188.0],[0.78,41.08],[0.79,135.17],[0.8,20.0]]",300.0,299.99999999999994,295.40059753621756,4.599402463782399,379.9637943496425,0.7774440668533541,0.7895489108731767,0.79,4.0,0.9999999999999998,True,79.96379434964257,trade,DOWN,25.0,60.0,241.0,DOWN,0.2,0.83,"[[0.83,90.6],[0.84,74.33],[0.85,185.0],[0.86,56.0]]",300.0,300.0,296.73657864923746,3.263421350762528,352.0827658712064,0.8428034752424808,0.8520723792250072,0.86,4.0,1.0,True,52.08276587120639,2026-08-16T21:30:00+00:00,2026-08-16T21:35:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-16.zip::polymarket-btc-updown-5m-1786923300-2026-08-16.txt.zst,polymarket-btc-updown-5m-1786923300-2026-08-16.txt.zst,polymarket-btc-5m_2026-08-16.zip,1786923300,1786923600,True,106763,105382,97335,1322,1434,103948,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.5481739044189453,,trade,UP,8.895,133.198,181.485,UP,0.82,0.26,"[[0.82,9.0],[0.83,9.0],[0.85,14.0],[0.86,41.39],[0.87,47.0],[0.88,38.6],[0.89,266.51]]",300.0,299.99999999999994,297.45298209784653,2.547017902153419,339.04571022229953,0.8773241280735208,0.8848364422699854,0.89,7.0,0.9999999999999998,True,39.04571022229959,trade,UP,9.0,134.0,182.0,UP,0.92,0.08999999999999997,"[[0.92,177.88],[0.93,105.0],[0.94,475.1]]",300.0,300.0,298.44904955188207,1.5509504481179044,322.4006910126405,0.9257084673561716,0.9305190973931188,0.94,3.0,1.0,True,22.400691012640493,2026-08-16T23:35:00+00:00,2026-08-16T23:40:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786936500-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786936500-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786936500,1786936800,True,121008,119506,111453,1350,1558,117948,0,0.0,299.987,301,DOWN,quotes+trades,0.01,0.01,1.5582778453826904,,trade,DOWN,131.847,132.26,197.507,DOWN,0.27,0.76,"[[0.76,32.5],[0.77,25.0],[0.78,20.0],[0.79,43.0],[0.8,29.0],[0.81,38.0],[0.82,50.5],[0.83,67.0],[0.84,190.0]]",300.0,300.00000000000006,296.0407842167722,3.959215783227849,366.3342669247288,0.8081165507719213,0.8189242096253078,0.84,9.0,1.0000000000000002,True,66.33426692472875,trade,DOWN,132.0,133.0,198.0,DOWN,0.21,0.8,"[[0.8,494.61]]",300.0,300.0,295.85798816568047,4.1420118343195265,369.82248520710056,0.8,0.8112,0.8,1.0,1.0,True,69.82248520710056,2026-08-17T03:15:00+00:00,2026-08-17T03:20:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786944600-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786944600-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786944600,1786944900,True,141466,139953,131801,1407,1581,138372,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.3852028846740723,,leader_confirm_too_soon_after_pullback,UP,3.506,3.521,3.545,,,,,,,,,,,,,,,,,trade,UP,4.0,7.0,221.0,UP,0.76,0.25,"[[0.76,92.99],[0.77,21.0],[0.78,20.0],[0.79,37.5],[0.8,270.0]]",300.0,300.0,295.58735974358973,4.412640256410256,375.88994967948713,0.7863667544067895,0.7981059356755966,0.8,5.0,1.0,True,75.88994967948713,2026-08-17T05:30:00+00:00,2026-08-17T05:35:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786946100-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786946100-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786946100,1786946400,True,115994,114705,107432,1213,1326,113379,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.18333101272583,,leader_confirm_too_soon_after_pullback,DOWN,105.047,105.12,105.184,,,,,,,,,,,,,,,,,trade,DOWN,106.0,114.0,193.0,DOWN,0.27,0.81,"[[0.81,71.41],[0.82,110.6],[0.83,78.39],[0.84,69.3],[0.85,80.39]]",300.0,300.0,296.4035144383968,3.5964855616031675,358.6337816922316,0.8264796278805691,0.8365079234433378,0.85,5.0,1.0,True,58.633781692231594,2026-08-17T05:55:00+00:00,2026-08-17T06:00:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786957800-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786957800-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786957800,1786958100,True,144437,142986,134490,1362,1488,141498,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.5707311630249023,,leader_confirm_too_soon_after_pullback,UP,136.4,136.736,138.618,,,,,,,,,,,,,,,,,trade,UP,139.0,149.0,202.0,UP,0.83,0.18000000000000005,"[[0.83,92.32],[0.84,101.8],[0.85,128.96],[0.86,210.3]]",300.0,300.00000000000006,296.73463877995647,3.2653612200435744,352.1277195115773,0.842690371526404,0.8519636012073074,0.86,4.0,1.0000000000000002,True,52.127719511577254,2026-08-17T09:10:00+00:00,2026-08-17T09:15:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786958100-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786958100-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786958100,1786958400,True,111576,110415,101702,1090,1203,109212,0,0.002,299.978,301,DOWN,quotes+trades,0.01,0.01,1.2447500228881836,,opposite_confirmed_first,UP,46.724,46.956,126.626,,,,,,,,,,,,,,,,,trade,DOWN,127.0,128.0,186.0,DOWN,0.04,0.97,"[[0.97,394.0]]",300.0,300.00000000000006,299.37132022752223,0.6286797724777973,308.63022703868273,0.97,0.972037,0.97,1.0,1.0000000000000002,True,8.630227038682676,2026-08-17T09:15:00+00:00,2026-08-17T09:20:00+00:00
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-17.zip::polymarket-btc-updown-5m-1786958400-2026-08-17.txt.zst,polymarket-btc-updown-5m-1786958400-2026-08-17.txt.zst,polymarket-btc-5m_2026-08-17.zip,1786958400,1786958700,True,113528,112427,104219,1028,1143,111284,0,0.0,299.982,301,DOWN,quotes+trades,0.01,0.01,1.4280507564544678,,trade,DOWN,65.218,66.07,182.503,DOWN,0.27,0.77,"[[0.77,5.0],[0.78,10.0],[0.79,5.0],[0.8,42.29],[0.81,5.0],[0.82,5.0],[0.83,5.0],[0.84,55.0],[0.85,155.0],[0.86,62.15],[0.87,138.7]]",300.0,300.0,296.67441175304725,3.325588246952731,353.51288707246806,0.839218095300245,0.8486253570113889,0.87,11.0,1.0,True,53.51288707246806,trade,DOWN,66.0,67.0,183.0,DOWN,0.19,0.8200000000000001,"[[0.82,136.08],[0.83,87.88],[0.84,47.88],[0.85,66.67],[0.86,72.15]]",300.0,300.00000000000006,296.5323925034661,3.4676074965339683,356.08871221333266,0.8327486447416891,0.8424866885987392,0.86,5.0,1.0000000000000002,True,56.0887122133326,2026-08-17T09:20:00+00:00,2026-08-17T09:25:00+00:00
